时间(s),压力(mmHg)
34.554,348.00
34.649,349.00
34.745,349.00
34.841,349.00
34.953,349.00
35.048,349.00
35.145,349.00
35.241,349.00
35.352,349.00
35.448,349.00
35.544,349.00
35.640,349.00
35.751,349.00
35.847,349.00
35.943,349.00
36.054,349.00
36.150,349.00
36.247,349.00
36.343,349.00
36.454,349.00
36.550,349.00
36.646,349.00
36.742,349.00
36.854,349.00
36.950,349.00
37.046,349.00
37.167,348.00
37.254,348.00
37.349,348.00
37.445,348.00
37.541,348.00
37.652,347.00
37.748,347.00
37.845,347.00
37.956,347.00
38.052,347.00
38.148,347.00
38.244,346.00
38.355,347.00
38.452,347.00
38.547,347.00
38.643,347.00
38.755,347.00
38.851,347.00
38.947,347.00
39.043,346.00
39.154,346.00
39.250,347.00
39.346,347.00
39.442,347.00
39.557,347.00
39.649,347.00
39.745,347.00
39.841,347.00
39.953,347.00
40.049,347.00
40.144,347.00
40.256,348.00
40.353,347.00
40.449,348.00
40.544,348.00
40.656,348.00
40.751,348.00
40.847,348.00
40.959,349.00
41.055,349.00
41.151,349.00
41.254,349.00
41.359,349.00
41.455,349.00
41.550,349.00
41.647,349.00
41.758,349.00
41.855,349.00
41.951,349.00
42.046,349.00
42.158,349.00
42.253,349.00
42.350,349.00
42.446,349.00
42.557,349.00
42.653,349.00
42.750,349.00
42.860,347.00
42.957,348.00
43.053,347.00
43.148,347.00
43.260,347.00
43.355,347.00
43.452,347.00
43.548,347.00
43.660,347.00
43.756,347.00
43.851,347.00
43.965,346.00
44.059,346.00
44.155,347.00
44.250,347.00
44.346,347.00
44.458,346.00
44.554,347.00
44.649,347.00
44.748,346.00
44.858,346.00
44.954,347.00
45.050,346.00
45.146,347.00
45.258,347.00
45.353,346.00
45.449,347.00
45.560,347.00
45.656,347.00
45.752,347.00
45.848,347.00
45.960,347.00
46.056,347.00
46.152,348.00
46.248,348.00
46.359,348.00
46.456,349.00
46.551,349.00
46.647,274.00
46.759,226.00
46.855,178.00
46.951,126.00
47.047,77.00
47.159,41.00
47.254,18.00
47.350,6.00
47.446,1.00
47.558,0.00
47.653,0.00
47.749,0.00
47.861,0.00
47.957,0.00
48.053,0.00
48.149,0.00
48.261,0.00
48.357,0.00
48.452,0.00
48.548,0.00
48.660,0.00
48.755,0.00
48.852,0.00
48.947,0.00
49.059,0.00
49.155,0.00
49.251,0.00
49.348,0.00
49.458,0.00
49.555,0.00
49.651,0.00
49.763,0.00
49.859,0.00
49.954,0.00
50.050,0.00
50.162,0.00
50.257,0.00
50.353,0.00
50.450,0.00
50.561,0.00
50.657,0.00
50.752,0.00
50.864,0.00
50.961,0.00
51.057,0.00
51.152,0.00
51.264,0.00
51.367,0.00
51.456,0.00
51.552,0.00
51.664,0.00
51.759,0.00
51.855,0.00
51.951,0.00
52.063,0.00
52.158,0.00
52.254,0.00
52.367,0.00
52.462,0.00
52.558,0.00
52.654,0.00
52.766,0.00
52.861,0.00
52.957,0.00
53.053,0.00
53.165,0.00
53.261,0.00
53.357,0.00
53.453,0.00
53.564,0.00
53.660,0.00
53.756,0.00
53.853,0.00
53.964,0.00
54.060,0.00
54.156,0.00
54.267,0.00
54.364,0.00
54.460,0.00
54.555,0.00
0.060,0.00
0.157,0.00
0.253,0.00
0.348,0.00
0.460,0.00
0.556,0.00
0.652,0.00
0.748,0.00
0.859,0.00
0.955,0.00
1.052,0.00
1.148,0.00
1.259,0.00
1.355,0.00
1.451,0.00
1.562,0.00
1.658,0.00
1.755,0.00
1.851,0.00
1.962,0.00
2.073,0.00
2.153,0.00
2.250,0.00
2.361,0.00
2.457,0.00
2.553,0.00
2.649,0.00
2.760,0.00
2.857,0.00
2.953,0.00
3.048,0.00
3.160,0.00
3.255,0.00
3.351,0.00
3.463,0.00
3.560,0.00
3.655,0.00
3.751,0.00
3.863,0.00
3.961,0.00
4.054,0.00
4.151,0.00
4.263,0.00
4.358,0.00
4.455,0.00
4.551,0.00
4.661,0.00
4.758,0.00
4.854,0.00
4.949,0.00
5.061,0.00
5.157,0.00
5.252,0.00
5.349,0.00
5.460,0.00
5.556,0.00
5.652,0.00
5.763,0.00
5.860,0.00
5.956,0.00
6.052,0.00
6.163,0.00
6.259,0.00
6.355,0.00
6.451,0.00
6.563,0.00
6.659,0.00
6.755,0.00
6.850,0.00
6.963,0.00
7.058,0.00
7.154,0.00
7.250,0.00
7.362,0.00
7.458,0.00
7.554,0.00
7.650,0.00
7.761,0.00
7.857,0.00
7.953,0.00
8.064,0.00
8.160,0.00
8.257,0.00
8.352,0.00
8.464,0.00
8.560,0.00
8.656,0.00
8.752,0.00
8.864,0.00
8.959,0.00
9.055,0.00
9.151,0.00
9.263,0.00
9.359,0.00
9.455,0.00
9.550,0.00
9.662,0.00
9.758,10.00
9.854,21.00
9.966,31.00
10.061,40.00
10.158,50.00
10.255,59.00
10.366,67.00
10.461,75.00
10.557,84.00
10.653,92.00
10.764,99.00
10.860,107.00
10.956,114.00
11.052,121.00
11.164,128.00
11.260,135.00
11.356,142.00
11.451,148.00
11.563,154.00
11.659,161.00
11.755,167.00
11.866,173.00
11.963,178.00
12.059,184.00
12.154,190.00
12.266,196.00
12.363,201.00
12.458,206.00
12.554,211.00
12.666,217.00
12.761,222.00
12.858,227.00
12.953,232.00
13.064,237.00
13.161,242.00
13.257,247.00
13.353,251.00
13.465,257.00
13.560,264.00
13.656,272.00
13.752,287.00
13.864,344.00
13.960,346.00
14.056,347.00
14.166,347.00
14.263,347.00
14.359,347.00
14.455,347.00
14.566,347.00
14.663,347.00
14.759,347.00
14.855,346.00
14.966,346.00
15.062,346.00
15.158,347.00
15.253,347.00
15.366,348.00
15.461,348.00
15.557,348.00
15.654,349.00
15.765,349.00
15.861,348.00
15.956,349.00
16.068,348.00
16.165,349.00
16.261,349.00
16.356,349.00
16.467,349.00
16.563,349.00
16.660,349.00
16.756,348.00
16.868,349.00
16.963,349.00
17.059,349.00
17.154,348.00
17.267,349.00
17.363,348.00
17.458,348.00
17.555,348.00
17.666,347.00
17.762,347.00
17.858,347.00
17.953,347.00
18.066,347.00
18.162,347.00
18.257,347.00
18.353,347.00
18.465,346.00
18.560,347.00
18.657,346.00
18.768,347.00
18.864,347.00
18.960,347.00
19.056,347.00
19.167,346.00
19.263,346.00
19.359,347.00
19.455,347.00
19.567,346.00
19.662,346.00
19.759,347.00
19.854,346.00
19.967,347.00
20.062,347.00
20.159,348.00
20.254,348.00
20.368,349.00
20.461,349.00
20.559,349.00
20.655,349.00
20.766,349.00
20.861,349.00
20.956,349.00
21.068,349.00
21.165,349.00
21.261,349.00
21.357,348.00
21.468,349.00
21.564,349.00
21.660,349.00
21.756,349.00
21.868,349.00
21.964,349.00
22.059,349.00
22.156,349.00
22.267,348.00
22.363,348.00
22.458,347.00
22.555,347.00
22.667,347.00
22.762,347.00
22.859,347.00
22.969,347.00
23.066,347.00
23.162,347.00
23.257,346.00
23.369,346.00
23.465,346.00
23.562,346.00
23.657,346.00
23.769,347.00
23.865,347.00
23.960,346.00
24.072,347.00
24.168,347.00
24.264,347.00
24.361,347.00
24.471,347.00
24.567,347.00
24.664,347.00
24.759,348.00
24.871,348.00
24.968,348.00
25.062,348.00
25.159,348.00
25.270,349.00
25.366,349.00
25.463,349.00
25.559,349.00
25.670,349.00
25.766,349.00
25.861,349.00
25.958,349.00
26.070,349.00
26.165,349.00
26.261,349.00
26.356,349.00
26.469,349.00
26.566,349.00
26.660,349.00
26.772,348.00
26.868,349.00
26.964,349.00
27.059,349.00
27.171,349.00
27.268,349.00
27.363,349.00
27.459,349.00
27.571,348.00
27.668,347.00
27.763,347.00
27.858,347.00
27.970,347.00
28.067,347.00
28.162,347.00
28.273,346.00
28.370,347.00
28.465,347.00
28.562,347.00
28.673,347.00
28.769,347.00
28.865,346.00
28.961,346.00
29.074,347.00
29.169,347.00
29.265,264.00
29.361,217.00
29.472,169.00
29.568,118.00
29.664,70.00
29.776,36.00
29.872,15.00
29.967,5.00
30.063,0.00
30.176,0.00
30.270,0.00
30.366,0.00
30.462,0.00
30.574,0.00
30.671,0.00
30.766,0.00
30.862,0.00
30.974,0.00
31.070,0.00
31.166,0.00
31.262,0.00
31.374,0.00
31.469,0.00
31.565,0.00
31.677,0.00
31.773,0.00
31.869,0.00
31.964,0.00
32.076,0.00
32.172,0.00
32.268,0.00
32.364,0.00
32.475,0.00
32.572,0.00
32.667,0.00
32.763,0.00
32.875,0.00
32.971,0.00
33.067,0.00
33.163,0.00
33.275,0.00
33.370,0.00
33.466,0.00
33.578,0.00
33.674,0.00
33.770,0.00
33.866,0.00
33.978,0.00
34.074,0.00
34.170,0.00
34.265,0.00
34.377,0.00
34.472,0.00
34.569,0.00
34.664,0.00
34.776,0.00
34.872,0.00
34.968,0.00
35.079,0.00
35.178,0.00
35.271,0.00
35.368,0.00
35.478,0.00
35.576,0.00
35.671,0.00
35.766,0.00
35.879,0.00
35.974,0.00
36.071,0.00
36.166,0.00
36.277,0.00
36.374,0.00
36.469,0.00
36.566,0.00
36.678,0.00
36.773,0.00
36.869,0.00
36.965,0.00
37.077,0.00
37.173,0.00
37.268,0.00
37.380,0.00
37.476,0.00
37.572,0.00
37.669,0.00
37.780,0.00
37.876,0.00
37.972,0.00
38.067,0.00
38.180,0.00
38.276,0.00
38.370,0.00
38.467,0.00
38.578,0.00
38.674,0.00
38.770,0.00
38.866,0.00
38.979,0.00
39.073,0.00
39.170,0.00
39.265,0.00
39.377,0.00
39.474,0.00
39.569,0.00
39.681,0.00
39.777,0.00
39.872,0.00
39.969,0.00
40.080,0.00
40.176,0.00
40.272,0.00
40.369,0.00
40.480,0.00
40.576,0.00
40.670,0.00
40.767,0.00
40.879,0.00
40.975,0.00
41.071,0.00
41.166,0.00
41.278,0.00
41.374,0.00
41.469,0.00
41.566,0.00
41.677,0.00
41.773,0.00
41.870,0.00
41.981,0.00
42.078,0.00
42.173,0.00
42.269,0.00
42.380,0.00
42.477,0.00
42.572,0.00
42.668,0.00
42.780,0.00
42.876,0.00
42.972,0.00
43.068,0.00
43.180,0.00
43.275,0.00
43.371,0.00
43.466,0.00
43.579,0.00
43.675,0.00
43.771,0.00
43.866,0.00
43.978,0.00
44.074,0.00
44.169,0.00
44.266,0.00
44.378,0.00
44.473,0.00
44.569,0.00
44.680,0.00
44.776,0.00
44.873,0.00
44.968,0.00
45.081,0.00
45.176,0.00
45.272,0.00
45.368,0.00
45.480,0.00
45.575,0.00
45.672,0.00
45.768,0.00
45.879,0.00
45.975,0.00
46.071,0.00
46.167,0.00
46.278,0.00
46.374,0.00
46.470,0.00
46.566,0.00
46.678,0.00
46.774,0.00
46.870,0.00
46.981,0.00
47.078,0.00
47.173,0.00
47.269,0.00
47.381,0.00
47.476,0.00
47.572,0.00
47.668,0.00
47.780,0.00
47.876,0.00
47.976,0.00
48.068,0.00
48.179,0.00
48.275,0.00
48.372,0.00
48.467,0.00
48.579,0.00
48.675,0.00
48.771,0.00
48.882,0.00
48.978,0.00
49.074,0.00
49.171,0.00
49.282,0.00
49.377,0.00
49.473,0.00
49.572,0.00
49.682,0.00
49.777,0.00
49.874,0.00
49.968,0.00
50.080,0.00
50.177,0.00
50.272,0.00
50.368,0.00
50.480,0.00
50.576,0.00
50.679,0.00
50.768,0.00
50.880,0.00
50.975,0.00
51.072,0.00
51.182,0.00
51.279,0.00
51.375,0.00
51.474,0.00
51.582,0.00
51.678,0.00
51.775,0.00
51.870,0.00
51.982,0.00
52.078,0.00
52.173,0.00
52.271,0.00
52.382,0.00
52.476,0.00
52.573,0.00
52.684,0.00
52.781,0.00
52.877,0.00
52.973,0.00
53.084,0.00
53.180,0.00
53.276,0.00
53.372,0.00
53.483,0.00
53.579,0.00
53.675,0.00
53.771,0.00
53.883,0.00
53.980,0.00
54.075,0.00
54.186,0.00
54.282,0.00
54.379,0.00
54.474,0.00
54.585,0.00
54.682,0.00
54.778,0.00
54.873,0.00
54.985,0.00
55.081,0.00
55.177,0.00
55.273,0.00
55.385,0.00
55.481,0.00
55.577,0.00
55.672,0.00
55.784,0.00
55.880,0.00
55.976,0.00
56.071,0.00
56.184,0.00
56.281,0.00
56.375,0.00
56.471,0.00
56.583,0.00
56.678,0.00
56.774,0.00
56.886,0.00
56.983,0.00
57.079,0.00
57.174,0.00
57.291,0.00
57.382,0.00
57.477,0.00
57.573,0.00
57.686,0.00
57.781,0.00
57.877,0.00
57.973,0.00
58.084,0.00
58.180,0.00
58.276,0.00
58.372,0.00
58.484,0.00
58.579,0.00
58.676,0.00
58.788,0.00
58.883,0.00
58.980,0.00
59.076,0.00
59.187,0.00
59.283,0.00
59.379,0.00
59.490,0.00
59.586,0.00
59.682,0.00
59.778,0.00
59.890,0.00
59.986,0.00
60.082,0.00
60.177,0.00
60.289,0.00
60.386,0.00
60.481,0.00
60.577,0.00
60.688,0.00
60.785,0.00
60.880,0.00
60.976,0.00
61.089,0.00
61.185,0.00
61.280,0.00
61.376,0.00
61.487,0.00
61.583,0.00
61.679,0.00
61.791,0.00
61.886,0.00
61.983,0.00
62.079,0.00
62.191,0.00
62.286,0.00
62.382,0.00
62.478,0.00
62.590,0.00
62.686,0.00
62.782,0.00
62.878,0.00
62.989,0.00
63.085,0.00
63.180,0.00
63.277,0.00
63.388,0.00
63.484,0.00
63.581,0.00
63.676,0.00
63.788,0.00
63.883,0.00
63.979,0.00
