时间(s),压力(mmHg)
25.123,61.00
25.235,62.00
25.331,63.00
25.427,64.00
25.523,66.00
25.634,67.00
25.731,68.00
25.827,70.00
25.923,71.00
26.034,72.00
26.130,73.00
26.226,75.00
26.322,76.00
26.433,77.00
26.530,78.00
26.625,79.00
26.722,81.00
26.833,82.00
26.929,83.00
27.025,84.00
27.121,86.00
27.233,87.00
27.328,88.00
27.424,89.00
27.535,90.00
27.632,91.00
27.728,93.00
27.824,94.00
27.935,95.00
28.031,96.00
28.127,97.00
28.223,98.00
28.335,99.00
28.431,101.00
28.527,102.00
28.623,103.00
28.735,104.00
28.830,105.00
28.926,107.00
29.022,108.00
29.134,109.00
29.230,110.00
29.325,111.00
29.421,112.00
29.534,113.00
29.630,114.00
29.725,116.00
29.836,117.00
29.933,118.00
30.028,119.00
30.124,120.00
30.236,121.00
30.332,122.00
30.428,123.00
30.523,124.00
30.635,125.00
30.731,126.00
30.827,128.00
30.923,129.00
31.034,130.00
31.130,131.00
31.227,132.00
31.322,133.00
31.434,134.00
31.530,135.00
31.626,136.00
31.722,137.00
31.834,138.00
31.930,139.00
32.025,140.00
32.137,141.00
32.233,142.00
32.330,143.00
32.425,145.00
32.536,146.00
32.632,147.00
32.728,148.00
32.825,149.00
32.936,150.00
33.032,151.00
33.128,152.00
33.224,153.00
33.336,153.00
33.432,154.00
33.527,154.00
33.623,154.00
33.735,154.00
33.831,154.00
33.927,155.00
34.038,155.00
34.134,155.00
34.230,155.00
34.326,155.00
34.438,155.00
34.533,155.00
34.630,155.00
34.725,155.00
34.837,155.00
34.932,155.00
35.029,155.00
35.125,155.00
35.236,155.00
35.333,155.00
35.428,155.00
35.525,155.00
35.636,155.00
35.732,155.00
35.827,155.00
35.923,155.00
36.035,155.00
36.132,155.00
36.228,155.00
36.338,155.00
36.434,155.00
36.530,155.00
36.626,155.00
36.738,155.00
36.834,155.00
36.930,155.00
37.026,155.00
37.137,155.00
37.234,155.00
37.329,155.00
37.425,155.00
37.537,155.00
37.632,155.00
37.729,155.00
37.825,155.00
37.936,155.00
38.033,155.00
38.128,155.00
38.239,155.00
38.336,155.00
38.431,155.00
38.528,155.00
38.639,155.00
38.735,155.00
38.831,155.00
38.926,155.00
39.039,155.00
39.135,155.00
39.231,155.00
39.326,155.00
39.438,155.00
39.534,155.00
39.630,155.00
39.726,155.00
39.837,155.00
39.933,155.00
40.030,155.00
40.125,155.00
40.236,155.00
40.332,155.00
40.429,155.00
40.540,155.00
40.636,155.00
40.732,155.00
40.828,155.00
40.940,155.00
41.036,155.00
41.133,155.00
41.228,155.00
41.339,155.00
41.435,155.00
41.531,155.00
41.627,155.00
41.738,155.00
41.834,155.00
41.930,155.00
42.027,155.00
42.138,155.00
42.234,155.00
42.331,155.00
42.441,155.00
42.538,155.00
42.633,155.00
42.729,155.00
42.842,155.00
42.937,155.00
43.033,155.00
43.128,155.00
43.240,155.00
43.337,155.00
43.432,155.00
43.528,155.00
43.640,155.00
43.735,155.00
43.832,155.00
43.927,155.00
44.039,155.00
44.135,155.00
44.230,155.00
44.342,155.00
44.438,155.00
44.535,155.00
44.631,155.00
44.742,155.00
44.838,155.00
44.933,155.00
45.029,155.00
45.141,155.00
45.237,155.00
45.334,155.00
45.429,155.00
45.541,155.00
45.637,155.00
45.732,155.00
45.829,155.00
45.940,155.00
46.036,155.00
46.132,155.00
46.228,155.00
46.339,155.00
46.436,155.00
46.531,155.00
46.643,155.00
46.739,155.00
46.834,155.00
46.931,155.00
47.042,155.00
47.138,155.00
47.235,155.00
47.330,155.00
47.442,155.00
47.538,155.00
47.634,155.00
47.729,155.00
47.842,155.00
47.937,155.00
48.033,155.00
48.129,155.00
48.241,155.00
48.336,155.00
48.433,155.00
48.544,155.00
48.640,155.00
48.736,155.00
48.832,155.00
48.943,145.00
49.039,135.00
49.135,125.00
49.231,116.00
49.343,107.00
49.439,99.00
49.535,91.00
49.631,84.00
49.743,78.00
49.838,72.00
49.934,66.00
50.030,61.00
50.141,57.00
50.238,53.00
50.334,49.00
50.445,45.00
50.542,42.00
50.638,39.00
50.733,36.00
50.844,34.00
50.940,32.00
51.036,29.00
51.133,28.00
51.244,26.00
51.340,24.00
51.436,23.00
51.531,21.00
51.643,20.00
51.739,18.00
51.835,17.00
51.932,16.00
52.043,15.00
52.139,14.00
52.235,13.00
52.330,12.00
52.444,12.00
52.539,11.00
52.634,10.00
52.730,9.00
52.842,9.00
52.938,8.00
53.034,8.00
53.145,7.00
53.241,7.00
53.337,6.00
53.433,6.00
53.544,5.00
53.640,5.00
53.736,5.00
53.833,4.00
53.944,4.00
54.041,4.00
54.137,4.00
54.231,3.00
54.345,3.00
54.440,3.00
54.536,3.00
54.632,3.00
54.743,2.00
54.839,2.00
54.935,2.00
55.031,2.00
55.142,2.00
55.238,2.00
55.334,2.00
55.445,2.00
55.542,1.00
55.637,1.00
55.733,1.00
55.845,1.00
55.941,1.00
56.037,1.00
56.133,1.00
56.245,1.00
56.341,1.00
56.437,1.00
56.532,1.00
56.644,1.00
56.740,1.00
56.837,1.00
56.932,0.00
57.043,0.00
57.139,0.00
57.235,0.00
57.331,0.00
57.443,0.00
57.539,0.00
57.635,0.00
57.731,0.00
57.842,0.00
57.939,0.00
58.034,0.00
58.145,0.00
58.242,0.00
58.337,0.00
58.433,0.00
58.545,0.00
58.641,0.00
58.737,0.00
58.833,0.00
58.945,0.00
59.040,0.00
59.137,0.00
59.232,0.00
59.344,0.00
59.440,0.00
59.536,0.00
59.631,0.00
59.744,0.00
59.840,0.00
59.935,0.00
60.035,0.00
60.143,0.00
60.239,0.00
60.335,0.00
60.446,0.00
60.542,0.00
60.638,0.00
60.734,0.00
60.845,0.00
60.942,0.00
61.038,0.00
61.134,0.00
61.245,0.00
61.341,0.00
61.437,0.00
61.533,0.00
61.645,0.00
61.740,0.00
61.836,0.00
61.932,0.00
62.044,0.00
0.013,0.00
0.103,0.00
0.214,0.00
0.310,0.00
0.407,0.00
0.502,0.00
0.613,0.00
0.709,0.00
0.805,0.00
0.901,0.00
1.014,0.00
1.109,0.00
1.205,0.00
1.300,0.00
1.413,0.00
1.508,0.00
1.604,0.00
1.700,0.00
1.812,0.00
1.908,0.00
2.004,0.00
2.115,0.00
2.211,0.00
2.307,0.00
2.403,0.00
2.499,0.00
2.611,0.00
2.707,0.00
2.802,0.00
2.914,0.00
3.010,0.00
3.106,0.00
3.202,0.00
3.314,0.00
3.410,0.00
3.506,0.00
3.601,0.00
3.713,0.00
3.808,0.00
3.905,0.00
4.001,0.00
4.113,0.00
4.208,0.00
4.304,0.00
4.400,0.00
4.511,0.00
4.607,0.00
4.703,0.00
4.800,0.00
4.912,0.00
5.007,0.00
5.104,0.00
5.214,0.00
5.311,0.00
5.407,1.00
5.503,2.00
5.614,2.00
5.710,2.00
5.806,2.00
5.902,3.00
6.014,3.00
6.109,3.00
6.206,3.00
6.301,3.00
6.413,4.00
6.509,4.00
6.605,4.00
6.701,4.00
6.813,5.00
6.908,5.00
7.004,5.00
7.100,6.00
7.212,6.00
7.308,7.00
7.403,7.00
7.515,7.00
7.611,8.00
7.707,8.00
7.803,9.00
7.914,9.00
8.010,10.00
8.107,11.00
8.202,11.00
8.314,12.00
8.410,13.00
8.506,14.00
8.602,14.00
8.713,15.00
8.810,16.00
8.905,17.00
9.017,18.00
9.113,19.00
9.209,20.00
9.305,21.00
9.417,22.00
9.512,23.00
9.608,25.00
9.706,26.00
9.816,27.00
9.913,28.00
10.008,29.00
10.104,31.00
10.215,32.00
10.311,33.00
10.407,34.00
10.504,36.00
10.614,37.00
10.711,38.00
10.807,39.00
10.902,41.00
11.014,42.00
11.111,43.00
11.206,44.00
11.317,46.00
11.414,47.00
11.509,48.00
11.605,49.00
11.716,51.00
11.813,52.00
11.909,53.00
12.005,54.00
12.116,56.00
12.212,57.00
12.308,58.00
12.404,59.00
12.516,61.00
12.612,62.00
12.708,63.00
12.803,64.00
12.915,66.00
13.011,67.00
13.107,68.00
13.202,69.00
13.314,71.00
13.410,72.00
13.506,73.00
13.618,74.00
13.715,76.00
13.810,77.00
13.905,78.00
14.017,79.00
14.114,80.00
14.210,82.00
14.306,83.00
14.417,84.00
14.513,85.00
14.609,87.00
14.705,88.00
14.817,89.00
14.912,90.00
15.008,91.00
15.104,92.00
15.216,94.00
15.311,95.00
15.408,96.00
15.503,97.00
15.615,99.00
15.710,100.00
15.807,101.00
15.903,102.00
16.015,103.00
16.110,104.00
16.206,106.00
16.318,107.00
16.414,108.00
16.509,109.00
16.606,110.00
16.718,111.00
16.814,113.00
16.909,114.00
17.005,115.00
17.117,116.00
17.213,117.00
17.309,118.00
17.405,119.00
17.516,121.00
17.613,122.00
17.708,123.00
17.819,124.00
17.916,125.00
18.012,126.00
18.107,127.00
18.218,129.00
18.315,130.00
18.411,131.00
18.507,132.00
18.619,133.00
18.714,134.00
18.810,135.00
18.907,136.00
19.018,138.00
19.114,139.00
19.210,140.00
19.305,141.00
19.417,142.00
19.514,143.00
19.610,144.00
19.705,145.00
19.817,146.00
19.912,147.00
20.008,149.00
20.104,150.00
20.216,151.00
20.312,152.00
20.408,153.00
20.519,154.00
20.616,154.00
20.712,155.00
20.807,155.00
20.919,155.00
21.015,154.00
21.111,155.00
21.206,154.00
21.319,155.00
21.415,155.00
21.510,155.00
21.606,155.00
21.718,155.00
21.814,155.00
21.910,155.00
22.005,155.00
22.117,155.00
22.214,155.00
22.309,155.00
22.405,155.00
22.517,155.00
22.613,155.00
22.708,155.00
22.820,155.00
22.916,155.00
23.012,155.00
23.108,155.00
23.219,155.00
23.315,155.00
23.411,155.00
23.507,155.00
23.620,155.00
23.715,155.00
23.811,155.00
23.907,155.00
24.018,155.00
24.114,155.00
24.210,155.00
24.306,155.00
24.418,155.00
24.513,155.00
24.610,155.00
24.705,155.00
24.817,155.00
24.913,155.00
25.009,155.00
25.104,155.00
25.217,155.00
25.313,155.00
25.409,155.00
25.520,155.00
25.616,155.00
25.712,155.00
25.808,155.00
25.920,155.00
26.015,155.00
26.111,155.00
26.207,155.00
26.318,155.00
26.415,155.00
26.510,155.00
26.606,155.00
26.719,155.00
26.814,155.00
26.910,155.00
27.021,155.00
27.118,155.00
27.213,155.00
27.309,155.00
27.421,155.00
27.517,155.00
27.613,155.00
27.709,155.00
27.820,155.00
27.916,155.00
28.012,155.00
28.108,155.00
28.220,155.00
28.316,155.00
28.411,155.00
28.508,155.00
28.619,155.00
28.715,155.00
28.812,155.00
28.907,155.00
29.018,155.00
29.116,155.00
29.210,155.00
29.306,155.00
29.419,155.00
29.514,155.00
29.610,155.00
29.722,155.00
29.818,155.00
29.914,155.00
30.009,155.00
30.121,155.00
30.216,155.00
30.313,155.00
30.409,155.00
30.521,155.00
30.616,155.00
30.712,155.00
30.807,155.00
30.920,155.00
31.016,155.00
31.112,155.00
31.207,155.00
31.319,155.00
31.415,155.00
31.511,155.00
31.607,155.00
31.719,155.00
31.815,155.00
31.911,155.00
32.022,155.00
32.118,155.00
32.214,155.00
32.310,155.00
32.421,155.00
32.517,155.00
32.613,155.00
32.709,155.00
32.821,155.00
32.917,155.00
33.012,155.00
33.108,155.00
33.220,155.00
33.316,155.00
33.412,155.00
33.508,155.00
33.620,155.00
33.715,155.00
33.811,155.00
33.908,155.00
34.019,155.00
34.115,155.00
34.211,155.00
34.322,155.00
34.419,155.00
34.514,155.00
34.610,155.00
34.722,155.00
34.818,155.00
34.914,155.00
35.010,155.00
35.121,155.00
35.218,155.00
35.313,155.00
35.410,155.00
35.521,155.00
35.616,155.00
35.713,155.00
35.808,155.00
35.920,155.00
36.016,155.00
36.112,155.00
36.208,155.00
36.320,155.00
36.415,155.00
36.511,157.00
36.623,159.00
36.719,160.00
36.815,162.00
36.911,164.00
37.023,165.00
37.119,166.00
37.215,168.00
37.310,169.00
37.423,171.00
37.519,172.00
37.613,173.00
37.725,175.00
37.821,176.00
37.917,177.00
38.013,179.00
38.125,180.00
38.221,181.00
38.316,182.00
38.412,184.00
38.524,185.00
38.620,186.00
38.717,187.00
38.811,188.00
38.923,190.00
39.020,191.00
39.115,192.00
39.211,193.00
39.324,194.00
39.419,195.00
39.515,196.00
39.626,197.00
39.724,199.00
39.819,200.00
39.914,201.00
40.026,202.00
40.122,203.00
40.218,204.00
40.314,205.00
40.426,206.00
40.521,207.00
40.618,208.00
40.713,209.00
40.825,210.00
40.921,211.00
41.017,212.00
41.113,213.00
41.224,214.00
41.320,213.00
41.416,213.00
41.527,214.00
41.624,214.00
41.720,214.00
41.816,214.00
41.928,214.00
42.023,214.00
42.119,214.00
42.215,214.00
42.327,214.00
42.423,214.00
42.518,214.00
42.614,214.00
42.726,214.00
42.822,214.00
42.918,214.00
43.013,214.00
43.125,214.00
43.221,214.00
43.317,214.00
43.429,214.00
43.525,214.00
43.621,214.00
43.717,214.00
43.829,214.00
43.924,214.00
44.020,214.00
44.116,214.00
44.228,214.00
44.324,214.00
44.419,214.00
44.531,214.00
44.627,214.00
44.722,214.00
44.819,214.00
44.930,214.00
45.027,214.00
45.122,214.00
45.218,214.00
45.330,214.00
45.426,214.00
45.521,214.00
45.618,214.00
45.730,214.00
45.825,214.00
45.922,214.00
46.017,214.00
46.129,214.00
46.225,214.00
46.321,214.00
46.416,214.00
46.529,214.00
46.624,214.00
46.720,214.00
46.831,214.00
46.927,214.00
47.024,214.00
47.119,214.00
47.231,214.00
47.327,214.00
47.424,214.00
47.519,214.00
47.630,214.00
47.727,214.00
47.822,214.00
47.918,214.00
48.030,214.00
48.126,214.00
48.222,214.00
48.318,214.00
48.430,214.00
48.526,214.00
48.621,214.00
48.717,214.00
48.829,214.00
48.925,214.00
49.021,214.00
49.116,214.00
49.229,214.00
49.324,214.00
49.420,214.00
49.532,214.00
49.628,214.00
49.724,214.00
49.820,214.00
49.931,214.00
50.027,214.00
50.123,214.00
50.219,214.00
50.331,214.00
50.426,214.00
50.522,214.00
50.618,214.00
50.730,214.00
50.826,214.00
50.922,214.00
51.017,214.00
51.130,214.00
51.226,214.00
51.321,214.00
51.433,214.00
51.529,214.00
51.625,214.00
51.721,214.00
51.832,214.00
51.929,214.00
52.024,214.00
52.120,214.00
52.232,214.00
52.328,214.00
52.423,214.00
52.520,214.00
52.631,214.00
52.727,214.00
52.823,214.00
52.919,214.00
53.030,214.00
53.127,214.00
53.222,214.00
53.318,214.00
53.431,214.00
53.525,214.00
53.622,214.00
53.733,214.00
53.830,214.00
53.925,214.00
54.021,214.00
54.132,214.00
54.229,214.00
54.325,214.00
54.421,214.00
54.533,214.00
54.628,214.00
54.724,214.00
54.820,214.00
54.932,214.00
55.028,214.00
55.124,214.00
55.221,214.00
55.331,214.00
55.427,214.00
55.523,214.00
55.619,214.00
55.731,214.00
55.826,214.00
55.922,214.00
56.018,214.00
56.130,214.00
56.226,214.00
56.322,214.00
56.433,214.00
56.529,214.00
56.625,214.00
56.721,204.00
56.833,195.00
56.929,186.00
57.025,177.00
57.121,169.00
57.233,160.00
57.328,151.00
57.424,143.00
57.520,134.00
57.632,125.00
57.727,117.00
57.823,109.00
57.919,102.00
58.031,95.00
58.127,89.00
58.223,83.00
58.318,77.00
58.431,72.00
58.526,67.00
58.622,63.00
58.733,59.00
58.829,55.00
58.926,52.00
59.021,49.00
59.133,46.00
59.229,43.00
59.325,40.00
59.421,38.00
59.533,36.00
59.628,34.00
59.725,32.00
59.821,30.00
59.932,28.00
60.028,26.00
60.124,25.00
60.235,23.00
60.331,22.00
60.428,21.00
60.523,19.00
60.636,18.00
60.731,17.00
60.826,16.00
60.923,15.00
61.034,14.00
61.131,13.00
61.226,13.00
61.322,12.00
61.434,11.00
61.530,11.00
61.625,10.00
61.722,9.00
61.834,9.00
61.929,8.00
62.025,8.00
62.121,7.00
62.233,7.00
62.330,6.00
62.424,6.00
62.536,6.00
62.632,5.00
62.728,5.00
62.824,5.00
62.935,4.00
63.031,4.00
63.127,4.00
63.223,4.00
63.335,3.00
63.430,3.00
63.527,3.00
63.623,3.00
63.734,3.00
63.831,2.00
63.926,2.00
64.022,2.00
64.134,2.00
64.230,2.00
64.325,2.00
64.421,2.00
64.534,1.00
64.629,1.00
64.725,1.00
64.821,1.00
64.932,1.00
65.029,1.00
65.125,1.00
65.235,1.00
65.332,1.00
65.427,1.00
65.524,1.00
65.636,1.00
65.732,1.00
65.827,1.00
65.922,0.00
66.035,0.00
66.131,0.00
66.227,0.00
66.323,0.00
66.434,0.00
66.530,0.00
66.626,0.00
66.722,0.00
66.834,0.00
66.930,0.00
67.025,0.00
67.122,0.00
67.233,0.00
67.329,0.00
67.425,0.00
67.536,0.00
67.632,0.00
67.728,0.00
67.824,0.00
67.937,0.00
68.031,0.00
68.128,0.00
68.224,0.00
68.335,0.00
68.431,0.00
68.527,0.00
68.624,0.00
68.735,0.00
68.830,0.00
68.927,0.00
69.023,0.00
69.134,0.00
69.231,0.00
69.326,0.00
69.422,0.00
69.534,0.00
69.629,0.00
69.725,0.00
69.836,0.00
69.933,0.00
70.029,0.00
70.124,0.00
70.236,0.00
70.332,0.00
70.429,0.00
70.524,0.00
70.636,0.00
70.732,0.00
70.828,0.00
70.923,0.00
71.036,0.00
71.131,0.00
71.227,0.00
71.322,0.00
71.436,0.00
71.531,0.00
71.626,0.00
71.738,0.00
71.834,0.00
71.930,0.00
72.026,0.00
72.137,0.00
72.234,0.00
72.329,0.00
72.425,0.00
72.539,0.00
72.632,0.00
72.729,0.00
72.824,0.00
72.936,0.00
73.032,0.00
73.128,0.00
73.223,0.00
73.336,0.00
73.431,0.00
73.527,0.00
73.624,0.00
73.735,0.00
73.831,0.00
73.926,0.00
74.038,0.00
74.135,0.00
74.231,0.00
74.327,0.00
74.438,0.00
74.534,0.00
74.630,0.00
74.725,0.00
74.838,0.00
74.933,0.00
75.030,0.00
75.125,0.00
75.237,0.00
75.333,0.00
75.428,0.00
75.525,0.00
75.636,0.00
75.732,0.00
75.828,0.00
75.923,0.00
76.036,0.00
76.131,0.00
76.228,0.00
76.323,0.00
76.435,0.00
76.531,0.00
76.626,0.00
76.738,0.00
76.834,0.00
76.930,0.00
77.026,0.00
77.138,0.00
77.233,0.00
77.330,0.00
77.426,0.00
77.537,0.00
77.633,0.00
77.728,0.00
77.825,0.00
77.936,0.00
78.032,0.00
78.128,0.00
78.239,0.00
78.336,0.00
78.432,0.00
78.527,0.00
78.639,0.00
78.736,0.00
78.831,0.00
78.927,0.00
79.039,0.00
79.134,0.00
79.231,0.00
79.327,0.00
79.438,0.00
79.534,0.00
79.630,0.00
79.741,0.00
79.838,0.00
79.933,0.00
80.029,0.00
80.142,0.00
80.237,0.00
0.091,0.00
0.186,0.00
0.298,0.00
0.394,0.00
0.490,0.00
0.586,0.00
0.698,0.00
0.793,0.00
0.889,0.00
0.985,0.00
1.097,0.00
1.193,0.00
1.289,0.00
1.400,0.00
1.496,0.00
1.592,0.00
1.689,0.00
1.800,0.00
1.895,0.00
1.992,0.00
2.087,0.00
2.200,0.00
2.295,0.00
2.391,0.00
2.487,0.00
2.599,0.00
2.694,0.00
2.791,0.00
2.887,0.00
2.998,0.00
3.094,0.00
3.190,0.00
3.286,0.00
3.398,0.00
3.493,0.00
3.590,0.00
3.700,0.00
3.797,0.00
3.893,0.00
3.988,0.00
4.100,0.00
4.197,0.00
4.292,0.00
4.387,0.00
4.500,0.00
4.596,0.00
4.692,0.00
4.787,0.00
4.900,0.00
4.995,0.00
5.091,1.00
5.186,1.00
5.299,1.00
5.395,2.00
5.490,2.00
5.586,2.00
5.698,2.00
5.794,2.00
5.890,2.00
5.986,2.00
6.098,3.00
6.193,3.00
6.290,3.00
6.400,3.00
6.497,3.00
6.593,3.00
6.688,4.00
6.801,4.00
6.897,4.00
6.992,5.00
7.088,5.00
7.200,5.00
7.296,5.00
7.392,5.00
7.488,6.00
7.599,6.00
7.695,6.00
7.791,7.00
7.887,7.00
7.998,8.00
8.095,8.00
8.190,9.00
8.287,9.00
8.398,10.00
8.494,10.00
8.590,11.00
8.701,12.00
8.798,12.00
8.894,13.00
8.989,14.00
9.101,15.00
9.199,16.00
9.293,16.00
9.389,17.00
9.500,18.00
9.596,19.00
9.692,20.00
9.789,21.00
9.900,23.00
9.996,24.00
10.092,25.00
10.188,26.00
10.299,27.00
10.395,28.00
10.492,30.00
10.602,31.00
10.699,32.00
10.795,33.00
10.891,34.00
11.002,36.00
11.098,37.00
11.194,38.00
11.290,39.00
11.402,41.00
11.497,42.00
11.594,43.00
11.689,44.00
11.801,46.00
11.897,47.00
11.992,48.00
12.089,49.00
12.201,50.00
12.297,52.00
12.393,53.00
12.503,54.00
12.600,56.00
12.696,57.00
12.792,58.00
12.904,59.00
13.000,60.00
13.095,62.00
13.191,63.00
13.303,64.00
13.399,65.00
13.495,67.00
13.590,68.00
13.703,69.00
13.798,70.00
13.894,71.00
13.990,73.00
14.102,74.00
14.198,75.00
14.293,76.00
14.389,77.00
14.501,79.00
14.597,80.00
14.693,81.00
14.789,82.00
14.900,83.00
14.996,85.00
15.092,86.00
15.203,87.00
15.300,88.00
15.395,89.00
15.491,91.00
15.604,92.00
15.700,93.00
15.795,94.00
15.891,95.00
16.003,96.00
16.099,98.00
16.195,99.00
16.290,100.00
16.403,101.00
16.498,102.00
16.594,103.00
16.690,105.00
16.801,106.00
16.898,107.00
16.994,108.00
17.104,109.00
17.201,110.00
17.296,111.00
17.393,113.00
17.504,114.00
17.600,115.00
17.696,116.00
17.792,117.00
17.903,118.00
18.000,119.00
18.096,120.00
18.191,122.00
18.304,123.00
18.399,124.00
18.495,125.00
18.591,126.00
18.702,127.00
18.799,128.00
18.894,129.00
18.990,130.00
19.102,132.00
19.198,133.00
19.294,134.00
19.405,135.00
19.501,136.00
19.597,137.00
19.694,138.00
19.804,139.00
19.901,140.00
19.996,141.00
20.092,142.00
20.204,144.00
20.300,144.00
20.397,146.00
20.492,147.00
20.603,148.00
20.699,149.00
20.796,150.00
20.891,151.00
21.003,152.00
21.100,153.00
21.195,154.00
21.291,154.00
21.402,154.00
21.498,154.00
21.594,155.00
21.705,154.00
21.802,155.00
21.897,155.00
21.994,155.00
22.105,155.00
22.201,155.00
22.298,155.00
22.393,155.00
22.505,155.00
22.601,155.00
22.697,155.00
22.792,155.00
22.904,155.00
23.000,155.00
23.097,155.00
23.192,155.00
23.304,155.00
23.400,155.00
23.496,155.00
23.607,155.00
23.704,155.00
23.799,155.00
23.895,155.00
24.006,155.00
24.103,155.00
24.198,155.00
24.294,155.00
24.406,155.00
24.502,155.00
24.597,155.00
24.693,155.00
24.805,155.00
24.901,155.00
24.997,155.00
25.094,155.00
25.205,155.00
25.300,155.00
25.397,155.00
25.493,155.00
25.604,155.00
25.701,155.00
25.796,155.00
25.907,155.00
26.004,155.00
26.099,155.00
26.195,155.00
26.307,155.00
26.403,155.00
26.499,155.00
26.594,155.00
26.706,155.00
26.802,155.00
26.899,155.00
26.994,155.00
27.106,155.00
27.202,155.00
27.298,155.00
27.394,155.00
27.507,155.00
27.601,155.00
27.697,155.00
27.808,155.00
27.905,155.00
28.001,155.00
28.097,155.00
28.207,155.00
28.304,155.00
28.400,155.00
28.496,155.00
28.608,155.00
28.703,155.00
28.799,155.00
28.895,155.00
29.007,155.00
29.103,155.00
29.199,155.00
29.294,155.00
29.406,155.00
29.503,155.00
29.598,155.00
29.695,155.00
29.806,155.00
29.902,155.00
30.000,155.00
30.109,155.00
30.205,155.00
30.301,155.00
30.396,155.00
30.509,155.00
30.604,155.00
30.700,155.00
30.797,155.00
30.910,155.00
31.004,155.00
31.100,155.00
31.195,155.00
31.308,155.00
31.404,155.00
31.499,155.00
31.596,155.00
31.707,155.00
31.803,155.00
31.899,155.00
32.010,155.00
32.107,155.00
32.202,155.00
