时间(s),压力(mmHg)
46.483,3.04
46.678,2.59
46.876,2.22
47.083,1.94
47.278,1.69
47.476,1.48
47.683,1.31
47.878,1.16
48.076,1.05
48.283,0.94
48.478,0.82
48.676,0.77
48.883,0.70
49.078,0.66
49.276,0.58
49.483,0.58
49.677,0.55
49.876,0.53
50.084,0.49
50.277,0.46
50.476,0.43
50.682,0.41
50.878,0.37
51.076,0.39
51.283,0.34
51.477,0.33
51.676,0.32
51.883,0.28
52.077,0.30
52.276,0.27
52.483,0.28
52.677,0.26
52.876,0.26
53.082,0.26
53.278,0.21
53.480,0.24
53.682,0.22
53.877,0.21
54.076,0.22
54.283,0.22
54.478,0.24
54.675,0.20
54.883,0.19
55.077,0.21
55.276,0.20
55.482,0.17
55.678,0.19
55.876,0.20
56.082,0.22
56.277,0.21
56.477,0.17
56.683,0.16
56.877,0.16
57.075,0.16
57.283,0.16
57.478,0.17
57.675,0.17
57.882,0.19
58.077,0.18
58.275,0.20
58.483,0.20
58.677,0.18
58.875,0.18
59.082,0.18
59.277,0.14
59.476,0.14
59.682,0.17
59.878,0.14
60.075,0.16
60.283,0.20
60.478,0.17
60.676,0.16
60.882,0.11
61.077,0.14
61.276,0.13
61.482,0.13
61.677,0.14
61.876,0.13
62.083,0.10
62.278,0.16
62.475,0.14
62.682,0.15
62.878,0.13
63.076,0.13
63.283,0.11
63.477,0.13
63.676,0.09
63.882,0.11
64.079,0.11
64.276,0.10
64.483,0.14
64.678,0.13
64.877,0.13
65.083,0.09
65.277,0.12
65.478,0.13
65.682,0.11
65.878,0.09
66.075,0.09
66.283,0.10
66.478,0.09
66.676,0.08
66.883,0.09
67.077,0.10
67.275,0.13
67.482,0.11
67.677,0.07
67.876,0.09
68.082,0.07
68.277,0.07
68.476,0.06
68.683,0.08
68.877,0.08
69.075,0.11
69.282,0.08
69.477,0.09
69.675,0.08
69.882,0.09
70.077,0.09
70.276,0.08
70.482,0.12
70.678,0.12
70.876,0.06
71.082,0.09
71.277,0.08
71.475,0.08
71.682,0.07
71.877,0.11
72.075,0.09
72.282,0.06
72.477,0.10
72.675,0.08
72.882,0.09
73.079,0.11
73.276,0.09
73.481,0.10
73.677,0.11
73.876,0.06
74.082,0.09
74.276,0.08
74.476,0.11
74.682,0.09
74.876,0.09
75.075,0.06
75.282,0.05
75.477,0.08
75.675,0.13
75.882,0.10
76.077,0.05
76.275,0.12
76.482,0.06
76.677,0.12
76.875,0.07
77.082,0.11
77.276,0.09
77.475,0.08
77.682,0.08
77.877,0.07
78.075,0.05
78.282,0.06
78.477,0.11
78.675,0.07
78.882,0.08
79.076,0.05
79.275,0.08
79.482,0.08
79.677,0.06
79.875,0.10
80.082,0.10
80.277,0.07
80.475,0.14
80.681,0.10
80.877,0.06
81.075,0.08
81.282,0.10
81.476,0.05
81.675,0.06
81.882,0.06
82.076,0.08
82.275,0.06
82.482,0.06
82.677,0.08
82.874,0.08
83.081,0.08
83.277,0.05
83.475,0.05
83.681,0.13
83.876,0.06
84.075,0.05
84.281,0.10
84.477,0.07
84.675,0.14
84.881,0.07
85.076,0.09
85.275,0.10
85.482,0.06
85.676,0.08
85.875,0.10
86.082,0.10
86.276,0.11
86.475,0.09
86.682,0.11
86.876,0.04
87.075,0.05
87.281,0.08
87.476,0.06
87.675,0.08
87.881,0.05
88.076,0.03
88.275,0.04
88.481,0.04
88.676,0.11
88.874,0.06
89.081,0.09
89.277,0.11
89.475,0.06
89.681,0.08
89.875,0.03
90.075,0.07
90.281,0.05
90.476,0.04
90.674,0.04
90.881,0.06
91.076,0.06
91.275,0.06
91.481,0.09
91.676,0.08
91.874,0.02
92.081,0.07
92.277,0.06
92.474,0.08
92.681,0.06
92.876,0.06
93.074,0.04
93.280,0.06
93.475,0.06
93.675,0.07
93.880,0.07
94.076,0.06
94.274,0.09
94.481,0.09
94.676,0.08
94.875,0.04
95.081,0.05
95.275,0.07
95.475,0.04
95.681,0.08
95.876,0.05
96.075,0.05
96.281,0.07
96.477,0.04
96.674,0.07
96.881,0.07
97.076,0.05
97.274,0.05
97.482,0.03
97.676,0.04
97.874,0.05
98.080,0.05
98.276,0.06
98.474,0.05
98.681,0.06
98.875,0.06
99.074,0.07
99.281,0.05
99.476,0.02
99.674,0.03
99.882,0.04
100.076,0.03
100.274,0.07
100.481,0.05
100.675,0.06
100.874,0.08
101.082,0.06
101.275,0.04
101.474,0.06
101.681,0.03
101.875,0.05
102.074,0.06
102.281,0.05
102.475,0.06
102.674,0.06
102.881,0.07
103.076,0.06
103.274,0.09
103.481,0.04
103.676,0.05
103.875,0.04
104.081,0.02
104.275,0.04
104.475,0.06
104.681,0.04
104.876,0.08
105.074,0.05
105.282,0.07
105.475,0.08
105.674,0.06
105.881,0.05
106.076,0.04
106.274,0.08
106.480,0.08
106.675,0.05
106.874,0.04
107.081,0.04
107.276,0.06
107.474,0.07
107.681,0.06
107.875,0.05
108.074,0.08
108.280,0.04
108.476,0.08
108.674,0.06
108.880,0.08
109.075,0.04
109.274,0.03
109.480,0.07
109.676,0.10
109.874,0.06
110.081,0.07
110.321,0.11
110.516,0.05
110.714,0.06
110.921,0.04
111.115,0.11
111.314,0.06
111.521,0.06
111.716,0.09
111.915,0.09
112.121,0.07
112.315,0.09
112.514,0.07
112.720,0.09
112.915,0.09
113.114,0.10
113.320,0.07
113.515,0.06
113.714,0.06
113.921,0.09
114.115,0.09
114.314,0.08
114.520,0.07
114.716,0.04
114.913,0.09
115.120,0.06
115.316,0.09
115.514,0.10
115.719,0.10
115.916,0.02
116.114,0.09
116.320,0.09
116.515,0.10
116.714,0.04
116.920,0.09
117.115,0.03
117.314,0.10
117.521,0.07
117.715,0.05
117.913,0.09
118.121,0.06
118.315,0.08
118.514,0.03
118.720,0.06
118.915,0.04
119.113,0.10
119.320,0.08
119.514,0.09
119.713,0.10
119.920,0.04
120.115,0.03
120.314,0.09
120.520,0.01
120.715,0.07
120.913,0.08
121.120,0.08
121.315,0.08
121.514,0.08
121.719,0.05
121.915,0.09
122.113,0.02
122.320,0.09
122.515,0.10
122.714,0.02
122.921,0.11
123.115,0.05
123.313,0.09
123.520,0.06
123.716,0.07
123.913,0.04
124.120,0.04
124.316,0.09
124.514,0.09
124.720,0.09
124.915,0.07
125.114,0.10
125.320,0.09
125.516,0.06
125.715,0.07
125.920,0.04
126.115,0.03
126.313,0.06
126.520,0.07
126.714,0.07
126.914,0.07
127.119,0.08
127.315,0.10
127.513,0.01
127.719,0.05
127.915,0.07
128.114,0.08
128.319,0.06
128.515,0.05
128.713,0.07
128.919,0.08
129.115,0.03
129.314,0.04
129.519,0.09
129.715,0.06
129.913,0.08
130.120,0.10
130.314,0.07
130.513,0.05
130.719,0.03
130.915,0.07
131.113,0.07
131.319,0.08
131.515,0.08
131.714,0.11
131.920,0.07
132.115,0.08
132.313,0.10
132.519,0.08
132.714,0.08
132.913,0.08
133.119,0.08
133.315,0.09
133.513,0.08
133.719,0.08
133.915,0.09
134.113,0.07
134.320,0.09
134.514,0.06
134.713,0.06
134.919,0.05
135.115,0.07
135.313,0.05
135.519,0.06
135.715,0.04
135.913,0.05
136.119,0.08
136.314,0.08
136.513,0.07
136.719,0.07
136.914,0.06
137.113,0.06
137.320,0.08
137.514,0.08
137.714,0.06
137.920,0.07
138.115,0.08
138.312,0.08
138.520,0.08
138.714,0.09
138.914,0.05
139.119,0.10
139.359,0.06
139.555,0.07
139.753,0.04
139.959,0.04
140.154,0.07
140.353,0.10
140.559,0.04
140.754,0.07
140.954,0.08
141.160,0.12
141.354,0.06
141.553,0.11
141.759,0.09
141.954,0.04
142.153,0.11
142.359,0.07
142.554,0.08
142.753,0.08
142.959,0.07
143.154,0.05
143.352,0.07
143.560,0.06
143.754,0.04
143.952,0.07
144.159,0.06
144.354,0.06
144.553,0.06
144.759,0.07
144.954,0.08
145.158,0.06
145.359,0.07
145.554,0.08
145.752,0.08
145.959,0.06
146.154,0.07
146.352,0.08
146.559,0.06
146.754,0.04
146.953,0.04
147.159,0.05
147.354,0.05
147.553,0.06
147.758,0.09
147.999,0.06
148.195,0.07
148.392,0.06
148.599,0.05
148.793,0.08
148.994,0.07
149.199,0.07
149.393,0.07
149.592,0.05
149.798,0.06
149.994,0.07
150.192,0.06
150.399,0.06
150.594,0.03
150.793,0.04
150.998,0.08
151.194,0.06
151.392,0.06
151.599,0.07
151.793,0.04
151.993,0.08
152.199,0.06
152.394,0.12
152.592,0.09
152.799,0.07
152.994,0.08
153.193,0.05
153.398,0.06
153.594,0.09
153.792,0.07
153.998,0.08
154.195,0.06
154.393,0.08
154.599,0.10
154.793,0.11
154.992,0.12
155.198,0.11
155.394,0.06
155.592,0.06
155.798,0.05
155.994,0.07
156.192,0.06
156.398,0.10
156.638,0.08
156.833,0.06
157.032,0.10
157.238,0.08
157.434,0.10
157.632,0.07
157.838,0.11
158.033,0.09
158.233,0.11
158.439,0.11
158.633,0.02
158.832,0.06
159.039,0.06
159.234,0.07
159.432,0.03
159.640,0.07
159.878,0.05
160.074,0.08
160.272,0.10
160.479,0.06
160.674,0.05
160.872,0.03
161.078,0.04
161.273,0.05
161.472,0.04
161.678,0.04
161.873,0.07
162.071,0.04
162.279,0.04
162.473,0.03
162.672,0.03
162.879,0.03
163.074,0.06
163.272,0.02
163.478,0.03
163.673,0.05
163.872,0.04
164.078,0.04
164.274,0.06
164.473,0.07
164.678,0.05
164.873,0.07
165.071,0.08
165.278,0.06
165.472,0.05
165.671,0.07
165.878,0.04
166.073,0.07
166.271,0.02
166.479,0.10
166.673,0.04
166.872,0.03
167.078,0.03
167.273,0.08
167.472,0.09
167.678,0.11
167.873,0.09
168.071,0.08
168.278,0.05
168.473,0.09
168.672,0.09
168.878,0.08
169.073,0.10
169.271,0.09
169.477,0.08
169.673,0.10
169.872,0.05
170.078,0.06
170.273,0.06
170.473,0.09
170.679,0.10
170.873,0.06
171.071,0.07
171.277,0.08
171.474,0.09
171.672,0.08
171.877,0.11
172.073,0.08
172.271,0.08
172.478,0.07
172.672,0.11
172.872,0.10
173.078,0.07
173.273,0.09
173.471,0.11
173.677,0.05
173.873,0.08
174.071,0.08
174.277,0.08
174.474,0.08
174.672,0.03
174.878,0.10
175.073,0.07
175.274,0.05
175.478,0.04
175.673,0.07
175.871,0.03
176.079,0.04
176.273,0.05
176.472,0.06
176.677,0.10
176.874,0.07
177.072,0.06
177.277,0.04
177.473,0.04
177.671,0.04
177.878,0.05
178.073,0.06
178.272,0.04
178.479,0.03
178.673,0.02
178.871,0.03
179.078,0.08
179.273,0.05
179.471,0.05
179.678,0.02
179.872,0.01
180.072,0.08
180.278,0.04
180.473,0.05
180.672,0.03
180.878,0.08
181.073,0.04
181.270,0.04
181.478,0.06
181.672,0.05
181.871,0.07
182.077,0.07
182.273,0.06
182.471,0.09
182.679,0.07
182.873,0.07
183.071,0.06
183.278,0.07
183.475,0.08
183.671,0.06
183.877,0.07
184.072,0.07
184.272,0.09
184.478,0.09
184.673,0.07
184.871,0.10
185.078,0.08
185.272,0.05
185.470,0.06
185.679,0.06
185.874,0.08
186.071,0.06
186.278,0.06
186.472,0.06
186.671,0.06
186.877,0.06
187.072,0.05
187.271,0.06
187.478,0.06
187.673,0.07
187.870,0.06
188.077,0.09
188.273,0.05
188.472,0.03
188.677,0.08
188.872,0.09
189.070,0.06
189.277,0.06
189.472,0.06
189.672,0.06
189.877,0.08
190.073,0.08
190.272,0.06
190.478,0.07
190.673,0.08
190.871,0.09
191.076,0.08
191.273,0.07
191.470,0.11
191.678,0.03
191.872,0.08
192.071,0.09
192.277,0.05
192.472,0.05
192.670,0.05
192.877,0.08
193.072,0.10
193.270,0.06
193.478,0.05
193.673,0.07
193.870,0.05
194.077,0.07
194.273,0.08
194.470,0.11
194.676,0.04
194.871,0.07
195.070,0.09
195.277,0.07
195.471,0.07
195.670,0.07
195.876,0.07
196.073,0.08
196.270,0.06
196.476,0.08
196.672,0.07
196.871,0.04
197.077,0.06
197.272,0.05
197.471,0.06
197.676,0.05
197.872,0.04
198.070,0.07
198.277,0.04
198.472,0.07
198.671,0.05
198.876,0.06
199.073,0.05
199.270,0.07
199.477,0.05
199.672,0.07
199.871,0.08
200.077,0.05
200.271,0.08
200.472,0.07
200.677,0.06
200.873,0.09
201.070,0.09
201.277,0.07
201.473,0.10
201.670,0.13
201.876,0.77
202.072,0.86
202.270,1.03
202.476,0.51
202.671,0.31
202.870,0.20
203.076,0.20
203.272,0.12
203.470,0.12
203.677,0.09
203.871,0.10
204.070,0.13
204.277,0.13
204.472,0.11
204.671,0.10
204.877,0.06
205.072,0.13
205.270,0.12
205.476,0.08
205.671,0.10
205.871,0.10
206.077,0.11
206.271,0.11
206.470,0.11
206.676,0.09
206.872,0.12
207.070,0.09
207.276,0.09
207.472,0.10
207.671,0.10
207.876,0.04
208.072,0.08
208.270,0.03
208.477,0.11
208.671,0.05
208.870,0.09
209.076,0.11
209.271,0.05
209.470,0.03
209.676,0.06
209.872,0.10
210.070,0.12
210.276,0.05
210.472,0.04
210.670,0.06
210.876,0.07
211.072,0.05
211.270,0.03
211.476,0.07
211.671,0.04
211.869,0.08
212.077,0.03
212.272,0.07
212.470,0.05
212.677,0.02
212.871,0.09
213.070,0.05
213.276,0.07
213.471,0.06
213.670,0.02
213.875,0.03
214.074,0.06
214.269,0.05
214.476,0.03
214.672,0.07
214.869,0.05
215.076,0.02
215.271,0.05
215.470,0.08
215.676,0.03
215.872,0.09
216.070,0.06
216.276,0.10
216.471,0.09
216.670,0.08
216.876,0.07
217.071,0.09
217.272,0.04
217.477,0.07
217.672,0.06
217.870,0.07
218.076,0.05
218.272,0.02
218.469,0.09
218.677,0.07
218.872,0.08
219.073,0.07
219.276,0.09
219.471,0.09
219.670,0.06
219.876,0.09
220.070,0.08
220.270,0.07
220.476,0.09
220.671,0.06
220.870,0.08
221.076,0.08
221.270,0.06
221.469,0.07
221.676,0.03
221.871,0.10
222.070,0.12
222.277,0.08
222.471,0.08
222.670,0.09
222.876,0.07
223.071,0.06
223.270,0.09
223.476,0.07
223.671,0.08
223.870,0.11
224.075,0.11
224.271,0.11
