时间(s),压力(mmHg)
32.314,0.08
32.509,0.06
32.707,0.06
32.913,0.06
33.109,0.07
33.307,0.05
33.514,0.07
33.709,0.07
33.907,0.05
34.114,0.07
34.309,0.04
34.508,0.00
34.713,0.06
34.909,0.07
35.107,0.02
35.314,0.04
35.508,0.02
35.708,0.09
35.914,0.02
36.108,1.02
36.307,2.12
36.513,2.72
36.710,3.39
36.907,6.43
37.113,9.59
37.308,13.08
37.508,17.33
37.713,22.59
37.909,28.60
38.107,35.39
38.314,43.37
38.509,51.26
38.707,59.89
38.914,69.60
39.108,78.53
39.306,87.58
39.513,96.97
39.709,105.59
39.907,114.04
40.113,122.97
40.309,131.18
40.507,139.25
40.713,147.73
40.932,155.54
41.107,163.13
41.315,171.34
41.508,178.67
41.707,185.93
41.914,193.80
42.108,200.96
42.306,207.93
42.513,215.34
42.709,222.10
42.907,228.72
43.113,235.70
43.309,242.01
43.507,248.26
43.714,254.82
43.908,260.86
44.107,266.82
44.314,273.02
44.507,278.73
44.706,284.37
44.915,290.34
45.108,295.73
45.307,301.08
45.513,306.56
45.708,311.53
45.906,316.61
46.113,321.88
46.308,326.64
46.506,331.38
46.713,336.26
46.909,340.81
47.107,345.23
47.313,348.61
47.508,349.36
47.706,349.68
47.914,349.66
48.108,349.67
48.307,349.84
48.513,349.59
48.708,349.80
48.907,349.70
49.113,349.95
49.308,349.68
49.507,349.71
49.713,349.72
49.908,349.72
50.107,349.73
50.313,350.02
50.509,349.86
50.707,349.78
50.913,349.73
51.108,349.77
51.306,349.72
51.513,349.83
51.708,350.19
51.906,350.03
52.113,349.81
52.308,349.82
52.507,349.78
52.713,349.82
52.907,349.78
53.106,349.76
53.313,349.81
53.508,349.80
53.707,349.82
53.912,349.85
54.108,349.86
54.306,349.80
54.514,349.80
54.708,349.92
54.907,349.88
55.113,349.87
55.308,349.79
55.506,350.02
55.714,349.94
55.909,349.82
56.107,349.72
56.313,349.85
56.509,349.83
56.707,349.87
56.913,349.80
57.108,349.82
57.306,349.92
57.512,349.84
57.707,349.82
57.906,349.77
58.113,349.80
58.307,350.22
58.507,350.12
58.712,350.08
58.907,350.01
59.106,349.94
59.312,349.90
59.509,349.84
59.706,349.77
59.913,349.75
60.107,349.82
60.306,349.81
60.513,349.82
60.708,349.81
60.906,349.80
61.112,349.81
61.308,349.82
61.506,350.28
61.713,350.21
61.908,350.14
62.106,350.12
62.312,350.06
62.507,350.01
62.707,341.22
62.913,316.41
63.107,288.02
63.306,255.55
63.513,217.07
63.707,178.81
63.906,141.75
64.112,107.55
64.307,81.37
64.506,60.23
64.713,42.73
64.907,30.74
65.106,22.19
65.313,15.83
65.508,11.79
65.706,9.17
65.913,7.13
66.107,5.74
66.306,4.73
66.512,3.93
66.707,3.36
66.906,2.86
67.112,2.42
67.308,2.12
67.505,1.83
67.712,1.60
67.908,1.42
68.106,1.27
68.314,1.11
68.508,0.99
68.707,0.90
68.912,0.85
69.108,0.74
69.306,0.71
69.513,0.66
69.707,0.58
69.906,0.56
70.113,0.54
70.307,0.53
70.506,0.47
70.712,0.45
70.911,0.42
71.106,0.37
71.313,0.41
71.508,0.33
71.706,0.38
71.913,0.36
72.108,0.36
72.305,0.26
72.511,0.26
72.707,0.28
72.907,0.27
73.112,0.26
73.307,0.25
73.505,0.23
73.712,0.25
73.907,0.24
74.106,0.25
74.313,0.23
74.507,0.22
74.705,0.22
74.912,0.21
75.107,0.19
75.306,0.22
75.511,0.23
75.707,0.20
75.906,0.20
76.112,0.20
76.306,0.21
76.506,0.17
76.712,0.17
76.907,0.18
77.106,0.22
77.314,0.18
77.507,0.15
77.706,0.16
77.911,0.17
78.107,0.16
78.305,0.15
78.512,0.16
78.706,0.17
78.906,0.15
79.113,0.14
79.307,0.14
79.506,0.16
79.712,0.15
79.907,0.14
80.105,0.15
80.313,0.15
80.507,0.15
80.706,0.16
80.912,0.13
81.107,0.11
81.305,0.15
81.512,0.13
81.707,0.15
81.906,0.12
82.112,0.14
82.307,0.11
82.505,0.13
82.712,0.12
82.906,0.14
83.105,0.11
83.312,0.11
83.507,0.12
83.705,0.09
83.912,0.11
84.107,0.08
84.305,0.07
84.512,0.10
84.707,0.11
84.905,0.10
85.112,0.09
85.307,0.09
85.506,0.09
85.712,0.09
85.907,0.08
86.105,0.10
86.314,0.09
86.508,0.06
86.705,0.10
86.911,0.08
87.106,0.08
87.305,0.10
87.511,0.08
87.706,0.08
87.905,0.09
88.111,0.09
88.307,0.02
88.505,0.06
88.712,0.08
88.952,0.07
89.146,0.08
89.345,0.08
89.551,0.08
89.746,0.08
89.944,0.05
90.152,0.08
90.346,0.09
90.545,0.07
90.752,0.06
90.947,0.05
91.145,0.05
91.352,0.05
91.547,0.12
91.745,0.08
91.953,0.10
92.146,0.07
92.344,0.08
92.552,0.09
92.746,0.06
92.945,0.06
93.151,0.07
93.391,0.08
93.587,0.10
93.785,0.08
93.991,0.06
94.186,0.07
94.386,0.08
94.591,0.06
94.786,0.08
94.985,0.08
95.191,0.05
95.387,0.05
95.585,0.05
95.792,0.06
95.987,0.07
96.185,0.05
96.391,0.10
96.587,0.05
96.785,0.07
96.992,0.08
97.186,0.07
97.385,0.06
97.592,0.07
97.785,0.06
97.985,0.08
98.192,0.06
98.386,0.05
98.585,0.07
98.791,0.07
98.986,0.07
99.185,0.06
99.391,0.07
99.587,0.07
99.786,0.10
99.991,0.09
100.186,0.04
100.385,0.08
100.592,0.09
100.786,0.09
100.986,0.06
101.191,0.06
101.387,0.10
101.585,0.06
101.791,0.10
101.986,0.08
102.184,0.05
102.392,0.04
102.587,0.06
102.785,0.09
102.991,0.10
103.186,0.06
103.385,0.09
103.591,0.08
103.786,0.08
103.985,0.09
104.191,0.07
104.386,0.10
104.585,0.05
104.791,0.11
104.986,0.10
105.185,0.10
105.391,0.11
105.586,0.11
105.785,0.07
105.995,0.13
106.186,0.09
106.385,0.09
106.591,0.04
106.786,0.10
106.985,0.08
107.191,0.10
107.388,0.10
107.585,0.05
107.790,0.11
107.986,0.12
108.184,0.09
108.390,0.08
108.587,0.10
108.784,0.12
108.991,0.10
109.185,0.10
109.384,0.09
109.591,0.05
109.785,0.13
109.984,0.09
110.191,0.10
110.386,0.09
110.584,0.09
110.790,0.08
110.986,0.09
111.184,0.10
111.391,0.07
111.586,0.08
111.784,0.09
111.990,0.10
112.186,0.10
112.386,0.08
112.590,0.11
112.786,0.09
112.984,0.10
113.191,0.10
113.386,0.12
113.583,0.11
113.792,0.10
113.985,0.10
114.184,0.10
114.391,0.12
114.586,0.09
114.785,0.09
114.990,0.07
115.185,0.09
115.384,0.10
115.591,0.09
115.785,0.10
115.985,0.09
116.190,0.09
116.386,0.09
116.585,0.06
116.792,0.12
116.986,0.11
117.184,0.08
117.390,0.09
117.586,0.11
117.784,0.11
117.990,0.03
118.185,0.08
118.384,0.10
118.591,0.09
118.785,0.09
118.985,0.07
119.190,0.10
119.386,0.10
119.584,0.09
119.791,0.05
119.986,0.10
120.184,0.03
120.391,0.12
120.586,0.05
120.783,0.04
120.991,0.06
121.186,0.05
121.384,0.13
121.614,0.07
121.785,0.07
121.983,0.06
122.190,0.05
122.387,0.08
122.584,0.03
122.791,0.06
122.985,0.04
123.185,0.07
123.390,0.10
123.586,0.04
123.786,0.05
123.990,0.12
124.185,0.05
124.383,0.04
124.590,0.12
124.785,0.09
124.984,0.03
125.190,0.06
125.386,0.05
125.583,0.06
125.791,0.06
125.986,0.06
126.183,0.08
126.390,0.06
126.585,0.07
126.784,0.03
126.990,0.05
127.185,0.10
127.383,0.09
127.590,0.09
127.784,0.04
127.984,0.05
128.191,0.05
128.386,0.05
128.583,0.09
128.790,0.07
128.984,0.07
129.184,0.05
129.391,0.05
129.586,0.05
129.785,0.06
129.990,0.05
130.185,0.05
130.383,0.05
130.590,0.04
130.786,0.10
130.983,0.06
131.190,0.05
131.385,0.08
131.583,0.07
131.789,0.05
131.986,0.05
132.184,0.09
132.390,0.04
132.585,0.07
132.784,0.06
132.989,0.06
133.186,0.06
133.383,0.08
133.590,0.08
133.786,0.05
133.983,0.05
134.190,0.08
134.385,0.07
134.583,0.07
134.791,0.09
134.985,0.04
135.183,0.06
135.390,0.09
135.585,0.05
135.783,0.08
135.990,0.09
136.185,0.10
136.383,0.10
136.590,0.08
136.784,0.07
136.983,0.11
137.189,0.10
137.385,0.06
137.582,0.09
137.791,0.05
137.985,0.09
138.183,0.06
138.389,0.09
138.586,0.09
138.784,0.07
138.990,0.06
139.184,0.02
139.383,0.09
139.590,0.09
139.786,0.09
139.983,0.07
140.190,0.07
140.385,0.09
140.583,0.07
140.790,0.08
140.987,0.09
141.183,0.09
141.390,0.10
141.585,0.07
141.787,0.09
141.991,0.08
142.184,0.08
142.383,0.07
142.591,0.06
142.784,0.07
142.983,0.10
143.189,0.11
143.385,0.07
143.584,0.07
143.789,0.07
143.984,0.08
144.183,0.08
144.389,0.07
144.584,0.07
144.784,0.09
144.990,0.09
145.184,0.07
145.382,0.06
145.590,0.05
145.784,0.08
145.983,0.06
146.189,0.08
146.385,0.11
146.583,0.08
146.789,0.09
146.985,0.08
147.182,0.07
147.391,0.11
147.584,0.05
147.784,0.08
147.990,0.09
148.185,0.09
148.383,0.06
148.590,0.07
148.785,0.07
148.983,0.09
149.190,0.09
149.384,0.06
149.583,0.07
149.789,0.07
149.985,0.07
150.183,0.08
150.389,0.07
150.584,0.07
150.783,0.09
150.989,0.10
151.185,0.08
151.383,0.07
151.590,0.07
151.784,0.07
151.982,0.08
152.189,0.10
152.384,0.11
152.583,0.05
152.789,0.09
152.985,0.09
153.185,0.08
153.389,0.07
153.584,0.09
153.782,0.08
153.989,0.08
154.184,0.11
154.382,0.08
154.589,0.07
154.784,0.12
154.983,0.07
155.189,0.08
155.384,0.08
155.583,0.10
155.789,0.10
155.985,0.07
156.182,0.04
156.388,0.08
156.584,0.08
156.786,0.08
156.989,0.09
157.184,0.08
157.383,0.04
157.589,0.08
157.785,0.08
157.982,0.09
158.188,0.09
158.384,0.07
158.582,0.07
158.788,0.09
158.985,0.08
159.182,0.06
159.389,0.05
159.585,0.06
159.783,0.07
159.989,0.09
160.184,0.07
160.382,0.07
160.590,0.10
160.783,0.07
160.982,0.09
161.189,0.08
161.384,0.03
161.582,0.05
161.789,0.11
162.029,0.06
162.224,0.04
162.424,0.05
162.629,0.06
162.824,0.07
163.021,0.07
163.229,0.09
163.424,0.06
163.624,0.08
163.840,0.03
164.023,0.07
164.223,0.07
164.429,0.03
164.623,0.07
164.822,0.04
165.028,0.07
165.224,0.05
165.421,0.07
