时间(s),压力(mmHg)
17.832,246.00
17.928,246.00
18.023,246.00
18.119,245.00
18.231,245.00
18.327,245.00
18.422,245.00
18.519,245.00
18.631,245.00
18.727,245.00
18.822,244.00
18.919,244.00
19.030,244.00
19.126,244.00
19.221,244.00
19.333,244.00
19.430,243.00
19.525,243.00
19.621,243.00
19.733,243.00
19.829,243.00
19.924,242.00
20.021,242.00
20.132,242.00
20.228,242.00
20.324,242.00
20.420,242.00
20.532,241.00
20.627,241.00
20.723,241.00
20.820,241.00
20.931,241.00
21.027,241.00
21.122,240.00
21.233,240.00
21.330,240.00
21.426,240.00
21.521,240.00
21.633,239.00
21.730,239.00
21.825,239.00
21.921,239.00
22.033,239.00
22.129,239.00
22.225,238.00
22.320,238.00
22.432,238.00
22.528,238.00
22.625,238.00
22.720,238.00
22.831,238.00
22.928,237.00
23.023,237.00
23.119,237.00
23.231,237.00
23.327,237.00
23.422,237.00
23.518,236.00
23.631,236.00
23.726,236.00
23.823,236.00
23.934,236.00
24.031,236.00
24.127,235.00
24.221,235.00
24.333,235.00
24.429,235.00
24.525,235.00
24.621,234.00
24.733,234.00
24.829,234.00
24.925,234.00
25.021,234.00
25.132,233.00
25.229,233.00
25.324,233.00
25.420,233.00
25.533,233.00
25.627,233.00
25.723,232.00
25.819,232.00
25.931,232.00
26.027,232.00
26.123,232.00
26.234,231.00
26.330,231.00
26.426,231.00
26.522,231.00
26.634,231.00
26.729,231.00
26.825,231.00
26.922,230.00
27.033,230.00
27.129,230.00
27.225,230.00
27.321,230.00
27.433,229.00
27.529,229.00
27.624,229.00
27.721,229.00
27.832,229.00
27.928,229.00
28.024,228.00
28.119,228.00
28.231,228.00
28.327,228.00
28.423,228.00
28.534,227.00
28.631,227.00
28.727,227.00
28.823,227.00
28.934,227.00
29.030,226.00
29.126,226.00
29.222,226.00
29.333,226.00
29.430,226.00
29.526,226.00
29.622,225.00
29.734,225.00
29.829,225.00
29.925,225.00
30.021,225.00
30.133,224.00
30.229,224.00
30.324,224.00
30.420,224.00
30.532,224.00
30.628,224.00
30.724,223.00
30.820,223.00
30.931,223.00
31.027,223.00
31.123,223.00
31.234,223.00
31.331,222.00
31.427,222.00
31.522,222.00
31.634,222.00
31.730,222.00
31.826,221.00
31.922,221.00
32.034,221.00
32.130,221.00
32.226,221.00
32.321,220.00
32.433,220.00
32.529,220.00
32.625,220.00
32.721,220.00
32.833,219.00
32.928,219.00
33.024,219.00
33.120,219.00
33.232,219.00
33.327,218.00
33.423,218.00
33.535,218.00
33.631,218.00
33.727,218.00
33.824,217.00
33.934,217.00
34.030,217.00
34.126,217.00
34.222,217.00
34.334,217.00
34.429,216.00
34.526,216.00
34.622,216.00
34.734,216.00
34.829,216.00
34.925,215.00
35.021,215.00
35.132,215.00
35.229,215.00
35.324,215.00
35.421,214.00
35.533,214.00
35.628,214.00
35.724,214.00
35.836,213.00
35.931,213.00
36.027,213.00
36.124,213.00
36.235,213.00
36.331,212.00
36.427,212.00
36.523,212.00
36.634,212.00
36.731,211.00
36.826,211.00
36.922,211.00
37.034,211.00
37.130,211.00
37.226,210.00
37.337,210.00
37.434,210.00
37.529,210.00
37.625,210.00
37.737,209.00
37.833,209.00
37.928,209.00
38.024,209.00
38.136,209.00
38.233,208.00
38.328,208.00
38.424,208.00
38.535,208.00
38.632,207.00
38.728,207.00
38.824,207.00
38.935,207.00
39.031,207.00
39.127,206.00
39.222,206.00
39.334,206.00
39.431,206.00
39.526,206.00
39.637,205.00
39.734,205.00
39.829,205.00
39.926,205.00
40.037,204.00
40.133,204.00
40.229,204.00
40.325,204.00
40.436,203.00
40.532,203.00
40.628,203.00
40.724,203.00
40.836,203.00
40.932,202.00
41.028,202.00
41.124,202.00
41.235,202.00
41.331,201.00
41.427,201.00
41.523,201.00
41.635,201.00
41.731,200.00
41.827,200.00
41.938,200.00
42.034,200.00
42.130,200.00
42.225,199.00
42.338,199.00
42.434,199.00
42.530,199.00
42.625,199.00
42.737,198.00
42.833,198.00
42.929,198.00
43.025,198.00
43.137,197.00
43.232,197.00
43.328,197.00
43.424,197.00
43.536,196.00
43.632,196.00
43.727,196.00
43.839,196.00
43.935,195.00
44.031,195.00
44.127,195.00
44.238,195.00
44.334,194.00
44.431,194.00
44.526,194.00
44.639,193.00
44.734,193.00
44.830,193.00
44.926,193.00
45.037,192.00
45.133,192.00
45.228,192.00
45.325,192.00
45.437,191.00
45.533,191.00
45.629,191.00
45.740,191.00
45.836,190.00
45.932,190.00
46.028,190.00
46.139,190.00
46.236,189.00
46.331,189.00
46.427,189.00
46.538,189.00
46.635,188.00
46.730,188.00
46.826,188.00
46.938,188.00
47.035,187.00
47.130,187.00
47.226,187.00
47.338,187.00
47.434,186.00
47.529,186.00
47.626,186.00
47.737,185.00
47.833,185.00
47.929,185.00
48.025,185.00
48.136,184.00
48.232,184.00
48.328,184.00
48.439,184.00
48.536,183.00
48.632,183.00
48.727,183.00
48.840,182.00
48.935,182.00
49.031,182.00
49.127,181.00
49.239,181.00
49.334,181.00
49.431,181.00
49.526,180.00
49.638,180.00
49.735,180.00
49.830,180.00
49.926,179.00
50.038,179.00
50.134,179.00
50.230,178.00
50.341,178.00
50.437,178.00
50.533,178.00
50.629,177.00
50.741,177.00
50.836,177.00
50.932,176.00
51.029,176.00
51.139,176.00
51.236,175.00
51.331,175.00
51.428,175.00
51.540,174.00
51.635,174.00
51.732,174.00
51.827,174.00
51.939,173.00
52.034,173.00
52.130,173.00
52.226,172.00
52.338,172.00
52.434,172.00
52.530,171.00
52.626,171.00
52.738,171.00
